,ID,Time,Category,Channel,Duration,EndPoint,Back_count,Forward_count,Dash_count,Max_Speed_x,Time_int,앞뒤이동차이,앞이동배속차이,뒤이동배속차이,이동전체배속차이,대쉬배속차이,앞이동대쉬차이,뒤이동대쉬차이,이동전체대쉬차이,Max_Speed_binary,Category_Mapped_Value,Max_Speed_x_categorical
1153,mq6L0xXR,2024-04-15 16:37:23_177236,Gaming,이도원,484,6.427891,0,0,0,1.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.666666666666666,1
1154,mq6L0xXR,2024-04-15 16:50:15_016047,Gaming,이도원,763,754.211787,0,0,0,1.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.666666666666666,1
1155,mq6L0xXR,2024-04-15 16:52:03_154598,Science & Technology,긱블 Geekble,1026,77.006826,0,0,0,1.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
1156,mq6L0xXR,2024-04-15 18:38:54_816396,Gaming,이도원,2435,1563.116778,0,0,0,1.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.666666666666666,1
1157,mq6L0xXR,2024-04-15 19:32:38_658593,Gaming,이도원,2435,2425.303106,2,1,0,1.0,19,32.11410549999994,1544.0,1576.1141054999998,1565.4094036666665,0.0,0.0,0.0,0.0,0,9.666666666666666,1
1158,mq6L0xXR,2024-04-16 01:07:15_111387,Gaming,아론 페이지,482,2.326779,0,0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.666666666666666,1
1159,mq6L0xXR,2024-04-16 01:21:57_286136,Entertainment, 개그콘서트,430,409.932452,0,0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8571428571428572,1
1160,mq6L0xXR,2024-04-16 01:22:07_519363,Film & Animation,왓챠,202,0.016753,0,0,0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
1161,mq6L0xXR,2024-04-16 01:24:16_465312,Gaming,나무늘보,218,211.173646,0,0,4,1.0,1,0.0,0.0,0.0,0.0,68.56483075,0.0,0.0,0.0,0,9.666666666666666,1
1162,mq6L0xXR,2024-04-16 01:31:30_919915,Gaming,이도원,670,380.923481,2,1,0,1.0,1,175.99055799999996,380.923481,204.93292300000002,263.5964423333333,0.0,0.0,0.0,0.0,0,9.666666666666666,1
1163,mq6L0xXR,2024-04-16 10:29:51_682098,Gaming,이도원,735,529.099787,0,1,0,1.0,10,0.0,527.117882,0.0,527.117882,0.0,0.0,0.0,0.0,0,9.666666666666666,1
1164,mq6L0xXR,2024-04-16 10:42:23_376458,Gaming,이도원,735,726.410648,1,1,1,1.0,10,529.47243,529.47243,0.0,264.736215,532.459147,2.9867169999999987,532.459147,267.722932,0,9.666666666666666,1
1165,mq6L0xXR,2024-04-16 10:43:14_512959,Gaming,이도원,715,20.627214,0,0,0,1.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.666666666666666,1
1166,mq6L0xXR,2024-04-17 02:20:04_829055,Gaming,안산저격수 ANS,491,479.67753,0,0,0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.666666666666666,1
1167,mq6L0xXR,2024-04-17 02:23:53_052820,Gaming,나무늘보,358,353.812537,0,0,0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.666666666666666,2.0
1168,mq6L0xXR,2024-04-17 02:27:48_194888,Gaming,나무늘보,170,161.204205,0,0,0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.666666666666666,1
1169,mq6L0xXR,2024-04-17 02:40:16_655977,Gaming,이도원,730,725.787014,0,0,0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.666666666666666,1
1170,mq6L0xXR,2024-04-17 02:53:21_277303,Gaming,이도원,787,780.644469,1,1,1,1.0,2,644.908589,0.012852000000066255,644.9214410000001,322.46714650000007,0.9794759999999769,0.9923280000000432,645.900917,323.44662250000005,0,9.666666666666666,1
1171,mq6L0xXR,2024-04-17 11:30:18_841191,Gaming,나무늘보,793,782.194633,0,3,0,2.0,11,0.0,493.87864033333335,0.0,493.87864033333335,0.0,0.0,0.0,0.0,1,9.666666666666666,2.0
1172,mq6L0xXR,2024-04-17 18:34:29_390797,Comedy,너튜브 Neotube,302,285.676299,0,0,0,1.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
1173,mq6L0xXR,2024-04-17 18:45:34_550907,Gaming,이도원,518,507.787996,1,0,0,1.0,18,0.0,0.0,239.4950735,239.4950735,0.0,0.0,0.0,0.0,0,9.666666666666666,1
1174,mq6L0xXR,2024-04-17 22:20:40_361656,Gaming,안산저격수 ANS,497,486.260257,0,0,0,1.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.666666666666666,1
1175,mq6L0xXR,2024-04-18 14:15:08_530765,Gaming,이도원,553,542.616625,2,1,0,1.0,14,10.2091955,8.098496500000001,3.5861494999999994,5.090265166666667,0.0,0.0,0.0,0.0,0,9.666666666666666,1
1176,mq6L0xXR,2024-04-19 00:26:41_485344,Gaming,안산저격수 ANS,499,489.724129,0,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.666666666666666,1
1177,mq6L0xXR,2024-04-19 00:26:42_920805,Gaming,삐라,17232,1574.378746,0,1,0,1.0,0,0.0,0.014905999999882624,0.0,0.014905999999882624,0.0,0.0,0.0,0.0,0,9.666666666666666,1
1178,mq6L0xXR,2024-04-19 00:26:44_164135,Gaming,안산저격수 ANS,499,1574.378746,0,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.666666666666666,1
1179,mq6L0xXR,2024-04-19 00:36:45_529807,Gaming,나무늘보,811,802.411753,0,0,0,1.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.666666666666666,1.5
1180,mq6L0xXR,2024-04-19 00:49:49_703484,Gaming,삐라,819,779.611842,0,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.666666666666666,1
1181,mq6L0xXR,2024-04-19 15:03:19_063417,Sports,'B' Story,491,2.685626,0,0,0,1.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
