ID,Time,Category,Channel,Duration,EndPoint,Back_count,Forward_count,Dash_count,Max_Speed_x,Time_int,앞뒤이동차이,앞이동배속차이,뒤이동배속차이,이동전체배속차이,대쉬배속차이,앞이동대쉬차이,뒤이동대쉬차이,이동전체대쉬차이,Max_Speed_binary,Category_Mapped_Value,Max_Speed_x_categorical
jYLSqElv,2024-04-13 08:49:47_213790,Entertainment,철멍뭉,704,48.651466,3,1,0,1.5,8,34.241648999999995,45.705839,15.186969333333337,22.816686750000002,0.0,0.0,0.0,0.0,1,1.5384615384615385,1.5
jYLSqElv,2024-04-13 08:51:11_781857,Entertainment,비니의 일상 'blog',81,80.361,0,0,0,1.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5384615384615385,1
jYLSqElv,2024-04-13 08:52:07_267267,News & Politics,서울신문 ,42,41.701,0,0,0,1.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33.0,1
jYLSqElv,2024-04-13 08:52:25_522729,News & Politics,JTBC News,82,0.215017,2,0,0,1.0,8,0.0,0.0,0.2874235,0.2874235,0.0,0.0,0.0,0.0,0,33.0,1
jYLSqElv,2024-04-13 08:52:27_486393,Entertainment,디글 클래식 :Diggle Classic,729,0.917674,0,0,0,1.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5384615384615385,1
jYLSqElv,2024-04-13 08:52:42_969952,News & Politics,JTBC News,82,32.367768,1,2,0,1.0,8,13.906298999999999,27.084761,13.178462,22.449327999999998,0.0,0.0,0.0,0.0,0,33.0,1
jYLSqElv,2024-04-13 09:21:32_868911,Entertainment,철멍뭉,704,0.0,0,0,0,1.5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.5384615384615385,1.5
jYLSqElv,2024-04-13 17:02:25_582608,Gaming,LCK,19190,10275.04603,48,48,0,2.0,17,7994.193949166638,3778.6893398375,4703.925372912492,4241.307356375,0.0,0.0,0.0,0.0,1,1.368421052631579,2.0
jYLSqElv,2024-04-13 23:38:15_228660,Gaming,피닉스박,1041,1023.71117,14,12,0,1.5,23,424.1523858809525,419.4456739880952,53.14760723469383,222.2082534285716,0.0,0.0,0.0,0.0,1,1.368421052631579,1.5
jYLSqElv,2024-04-13 23:44:41_040557,Gaming,김된모,669,623.600424,3,16,0,1.0,23,171.83763877083337,262.0329878125,168.96432633333333,247.33793599999998,0.0,0.0,0.0,0.0,0,1.368421052631579,1
jYLSqElv,2024-04-15 00:39:00_742044,News & Politics,트루퍼미헌,82,80.637521,1,0,1,1.0,0,0.0,0.0,0.379201,0.379201,54.389006,0.0,54.009805,54.009805,0,33.0,1
